1,T694,1487598891504
1,T695,1487598891505
1,T696,1487598891505
1,T697,1487598891505
1,EXT10,1487598891901
1,EXT18,1487598891976
1,T560,1487598892679
1,T560,1487598892694
1,T10,1487598892708
1,T692,1487598893064
1,T693,1487598893064
1,T698,1487598893310
1,T699,1487598893310
1,T702,1487598893319
1,T703,1487598893320
1,EXT10,1487598912474
1,T721,1487598912476
1,T722,1487598912476
1,T723,1487598912476
1,T724,1487598912476
1,T726,1487598912480
1,T560,1487598913359
1,T560,1487598913368
1,T710,1487598913388
1,T708,1487598913388
1,T709,1487598913388
1,T10,1487598913399
1,T560,1487598913807
1,T710,1487598913811
1,T708,1487598913811
1,T709,1487598913811
1,T10,1487598913817
1,T730,1487598914980
1,T731,1487598915981
1,T560,1487598916162
1,T10,1487598916166
1,T729,1487598917108
1,T893,1487598953676
1,T894,1487598953677
1,EXT10,1487598954065
1,T1121,1487598954717
1,T877,1487598954717
1,T878,1487598954717
1,T1117,1487598954719
1,T560,1487598955031
1,T560,1487598955045
1,T1121,1487598955070
1,T1121,1487598955071
1,T1125,1487598955071
1,T1126,1487598955072
1,T1125,1487598955075
1,T1126,1487598955075
1,T1121,1487598955075
1,T1121,1487598955076
1,T1125,1487598955077
1,T1126,1487598955077
1,T1125,1487598955078
1,T1126,1487598955078
1,T1121,1487598955078
1,T1125,1487598955078
1,T1126,1487598955078
1,T1121,1487598955078
1,T1125,1487598955079
1,T1126,1487598955079
1,T1121,1487598955079
1,T1125,1487598955080
1,T1126,1487598955080
1,T1121,1487598955080
1,T1125,1487598955081
1,T1126,1487598955081
1,T1121,1487598955081
1,T1125,1487598955082
1,T1126,1487598955082
1,T1121,1487598955082
1,T1125,1487598955082
1,T1126,1487598955082
1,T879,1487598955082
1,T880,1487598955082
1,EXT7,1487598955088
1,EXT8,1487598955088
1,EXT3,1487598955088
1,EXT6,1487598955088
1,EXT4,1487598955088
1,EXT5,1487598955088
1,EXT2,1487598955088
1,EXT7,1487598955089
