1,T694,1487598878515
1,T695,1487598878516
1,T696,1487598878516
1,T697,1487598878516
1,EXT10,1487598879338
1,EXT18,1487598879426
1,T560,1487598880458
1,T560,1487598880472
1,T10,1487598880486
1,T692,1487598880962
1,T693,1487598880962
1,T698,1487598881927
1,T699,1487598881928
1,T702,1487598881934
1,T703,1487598881935
1,EXT10,1487598907977
1,T721,1487598907978
1,T722,1487598907979
1,T723,1487598907979
1,T724,1487598907979
1,T726,1487598907983
1,T560,1487598908911
1,T560,1487598908920
1,T710,1487598908945
1,T708,1487598908946
1,T709,1487598908946
1,T10,1487598908957
1,T560,1487598909379
1,T710,1487598909384
1,T708,1487598909385
1,T709,1487598909385
1,T10,1487598909394
1,T730,1487598910492
1,T731,1487598911493
1,T560,1487598911795
1,T10,1487598911801
1,T729,1487598912676
1,T893,1487598947922
1,T894,1487598947923
1,EXT10,1487598948259
1,"T1111,T1121,",1487598948847
1,T877,1487598948847
1,T878,1487598948848
1,T1117,1487598948849
1,T560,1487598949039
1,T560,1487598949054
1,"T1111,T1121,",1487598949085
1,"T1111,T1121,",1487598949086
1,T1125,1487598949086
1,T1126,1487598949086
1,"T1111,T1121,",1487598949089
1,T1125,1487598949089
1,T1126,1487598949089
1,"T1111,T1121,",1487598949093
1,T1125,1487598949094
1,T1126,1487598949094
1,"T1111,T1121,",1487598949095
1,T1125,1487598949095
1,T1126,1487598949095
1,"T1111,T1121,",1487598949096
1,T1125,1487598949097
1,T1126,1487598949097
1,"T1111,T1121,",1487598949097
1,T1125,1487598949098
1,T1126,1487598949098
1,"T1111,T1121,",1487598949099
1,T1125,1487598949100
1,T1126,1487598949100
1,"T1111,T1121,",1487598949101
1,T1125,1487598949101
1,T1126,1487598949102
1,"T1111,T1121,",1487598949102
1,T1125,1487598949103
1,T1126,1487598949103
1,T879,1487598949106
1,T880,1487598949106
1,T1125,1487598949107
1,T1126,1487598949107
1,EXT7,1487598949109
1,EXT8,1487598949109
1,EXT3,1487598949109
1,EXT6,1487598949110
1,EXT4,1487598949110
1,EXT5,1487598949110
1,EXT2,1487598949110
1,EXT7,1487598949110
1,EXT8,1487598949110
1,EXT3,1487598949111
1,EXT6,1487598949111
1,EXT4,1487598949111
1,EXT5,1487598949111
1,EXT2,1487598949111
1,EXT7,1487598949111
1,EXT8,1487598949111
1,EXT3,1487598949111
1,EXT6,1487598949111
1,EXT4,1487598949111
1,EXT5,1487598949111
1,EXT2,1487598949111
1,EXT7,1487598949112
1,EXT8,1487598949112
1,EXT3,1487598949112
1,EXT6,1487598949112
1,EXT4,1487598949112
1,EXT5,1487598949112
1,EXT2,1487598949112
1,EXT7,1487598949112
1,EXT8,1487598949113
1,EXT3,1487598949113
1,EXT6,1487598949113
1,EXT4,1487598949113
1,EXT5,1487598949113
1,EXT2,1487598949113
1,EXT7,1487598949113
1,EXT8,1487598949113
1,EXT3,1487598949113
